Wall time,Step,Value
1700910006.0740542,249,8.172916412353516
1700910251.3920293,949,4.275775909423828
1700910392.7112043,1349,2.857963800430298
1700910409.2084007,1399,2.683783769607544
1700910635.3057797,2049,1.6928198337554932
1700910757.6696928,2399,0.7794811129570007
1700910775.4515758,2449,2.1839687824249268
1700911015.4075294,3149,0.5430675148963928
1700911032.5772934,3199,1.579833984375
1700911101.3582873,3399,0.4064512848854065
1700911169.1497197,3599,1.3337054252624512
1700911273.379572,3899,1.2854846715927124
1700911361.1314094,4149,0.538544237613678
1700911484.0507727,4499,0.34766316413879395
1700911655.3194342,4999,0.26349183917045593
1700911721.2308638,5199,0.3024633228778839
1700911791.0234172,5399,0.37961822748184204
1700912036.2818124,6099,0.49107247591018677
1700912103.268565,6299,0.4416234791278839
1700912120.9586537,6349,0.9417110085487366
1700912155.3588722,6449,0.627608597278595
1700912188.8772733,6549,0.6013205051422119
1700912291.3144972,6849,0.22907017171382904
1700912431.7274368,7249,0.2231174260377884
1700912483.488702,7399,0.459161639213562
1700912653.6394918,7899,0.2838168144226074
1700912704.104442,8049,0.18652914464473724
1700912738.9780157,8149,0.4629021883010864
1700912773.8239567,8249,0.1687147319316864
1700912912.8839188,8649,0.17540624737739563
1700912999.1369157,8899,0.36848101019859314
1700913237.5786839,9599,0.14219427108764648
1700913446.1165893,10199,0.27997779846191406
1700913480.3020217,10299,0.5750648379325867
1700913620.603758,10699,0.30722302198410034
1700913897.9671116,11499,0.12056059390306473
1700914163.025964,12249,0.24166907370090485
1700914180.3866692,12299,0.15223321318626404
1700914408.3428745,12949,0.15533293783664703
1700914425.9201336,12999,0.2098216563463211
1700914636.132534,13599,0.3669830858707428
1700914689.4687774,13749,0.4266364872455597
1700914828.8095417,14149,0.4498041570186615
1700914881.499212,14299,0.14095938205718994
1700914969.5884986,14549,0.1764717549085617
1700915056.4613187,14799,0.29343608021736145
1700915283.799294,15449,0.16627651453018188
1700915423.153867,15849,0.12149479985237122
1700915458.1149411,15949,0.13320793211460114
1700915475.5008337,15999,0.11030057817697525
1700915527.7610297,16149,0.13078458607196808
1700915930.0420156,17299,0.16246242821216583
1700915947.5160084,17349,0.09621342271566391
1700916156.5984144,17949,0.3733467757701874
1700916261.493749,18249,0.13754507899284363
1700916278.7211645,18299,0.12385836243629456
1700916296.2566857,18349,0.2316654771566391
1700916504.3914678,18949,0.20551835000514984
1700916645.3206134,19349,0.21567319333553314
1700916715.4962337,19549,0.4004942774772644
1700916750.334627,19649,0.35489004850387573
1700916837.488462,19899,0.08963287621736526
1700916922.837402,20149,0.26833564043045044
1700916957.842009,20249,0.19906295835971832
1700917149.3442812,20799,0.27314072847366333
1700917254.150612,21099,0.19625914096832275
1700917271.704445,21149,0.15219661593437195
1700917514.0932593,21849,0.21953612565994263
1700917531.978043,21899,0.16728870570659637
1700917566.5432842,21999,0.1753460168838501
1700917689.1330907,22349,0.08375730365514755
1700917791.6444244,22649,0.16078369319438934
1700917947.9905443,23099,0.11650034785270691
1700918018.1764402,23299,0.12071254849433899
1700918070.8378367,23449,0.24098578095436096
1700918105.4224553,23549,0.17812661826610565
1700918175.12905,23749,0.23498128354549408
1700918192.579537,23799,0.28540781140327454
1700918282.63761,24049,0.34063321352005005
1700918300.0768402,24099,0.26352280378341675
1700918404.8258245,24399,0.1397571861743927
1700918806.4499385,25549,0.21247906982898712
1700918841.5274014,25649,0.22118282318115234
1700918859.1294708,25699,0.09533772617578506
1700918876.5786486,25749,0.2697189152240753
1700918928.7879522,25899,0.19972988963127136
1700918963.5284927,25999,0.20813770592212677
1700919208.1071591,26699,0.12357892096042633
1700919225.3748171,26749,0.1744673103094101
1700919260.0602899,26849,0.1513899713754654
1700919294.9778657,26949,0.1354209929704666
1700919330.2961965,27049,0.09935551881790161
1700919399.5217319,27249,0.2675727605819702
1700919434.411173,27349,0.21497046947479248
1700919539.49032,27649,0.1284085065126419
1700919608.8175888,27849,0.3631858229637146
1700919713.7425647,28149,0.07564762979745865
1700919749.160318,28249,0.14145897328853607
1700919819.2563016,28449,0.19016139209270477
1700920098.7443526,29249,0.26394152641296387
1700920203.3832633,29549,0.08673488348722458
1700920273.3365543,29749,0.2648482322692871
1700920308.27732,29849,0.26236510276794434
1700920605.5828986,30699,0.1174648329615593
1700920622.833489,30749,0.21684449911117554
1700920761.7969666,31149,0.3784595727920532
1700920779.337057,31199,0.34575700759887695
1700920867.8959901,31449,0.14090296626091003
1700920885.640254,31499,0.2015799582004547
1700921024.108258,31899,0.13429607450962067
1700921128.85823,32199,0.17085935175418854
1700921146.243534,32249,0.1720878630876541
1700921233.8120208,32499,0.3179081976413727
1700921390.6341352,32949,0.130879208445549
1700921545.936073,33399,0.22300443053245544
1700921686.0380049,33799,0.18610145151615143
1700921703.1920674,33849,0.17465567588806152
1700921981.566411,34649,0.2332584261894226
1700922016.4556286,34749,0.11094535142183304
1700923431.0910523,36099,0.10734371840953827
1700923465.9080887,36199,0.14546066522598267
1700923500.6284666,36299,0.10816830396652222
1700923552.9601529,36449,0.36970463395118713
1700923604.7011695,36599,0.23678363859653473
1700923622.1708791,36649,0.1942969709634781
1700923829.8367915,37249,0.21925735473632812
1700924178.7812414,38249,0.15986129641532898
1700924370.3655283,38799,0.1506766676902771
1700924387.5793426,38849,0.13905936479568481
1700924491.2547889,39149,0.17802509665489197
1700924595.5054793,39449,0.09760454297065735
1700924873.1656415,40249,0.13398855924606323
1700924890.6122313,40299,0.09091809391975403
1700924925.3060107,40399,0.11429369449615479
1700925133.4358084,40999,0.2963288128376007
1700925360.0759082,41649,0.34469929337501526
1700925499.0923026,42049,0.12422865629196167
1700925551.6970894,42199,0.22517015039920807
1700925796.044501,42899,0.1218729168176651
1700925882.4516664,43149,0.14609484374523163
1700925952.6942003,43349,0.11325676739215851
1700926039.4634848,43599,0.20260238647460938
1700926301.7967248,44349,0.1086350828409195
1700926494.204286,44899,0.10831911861896515
1700926564.3764863,45099,0.10598118603229523
1700927068.9890466,46549,0.11916954815387726
1700927104.0768318,46649,0.1618386209011078
1700927277.255428,47149,0.13061091303825378
1700927399.3171296,47499,0.13693207502365112
1700927644.815861,48199,0.11965369433164597
1700927921.4424644,48999,0.15243856608867645
1700927973.7272134,49149,0.1152949258685112
1700928180.3984373,49749,0.1217101439833641
1700928268.1376429,49999,0.10831901431083679
1700928320.5890481,50149,0.17534950375556946
1700928355.549179,50249,0.22506435215473175
1700928545.897299,50799,0.1578177809715271
1700928668.105386,51149,0.18877162039279938
1700928738.912623,51349,0.15489068627357483
1700928772.9509807,51449,0.0823296457529068
1700928929.434992,51899,0.14415547251701355
1700929261.6181276,52849,0.13999833166599274
1700929504.654801,53549,0.13193510472774506
1700929521.6470728,53599,0.17520901560783386
1700929555.6977675,53699,0.11724665015935898
1700929624.605851,53899,0.13348665833473206
1700929780.2897983,54349,0.12606613337993622
1700929990.0479062,54949,0.10059082508087158
1700930059.646552,55149,0.1386084109544754
1700930094.235507,55249,0.15516643226146698
1700930146.904021,55399,0.32653510570526123
1700930182.0880404,55499,0.08004211634397507
1700930217.08985,55599,0.10252995789051056
1700930391.6112015,56099,0.10163489729166031
1700930460.940324,56299,0.12124059349298477
1700930582.9400885,56649,0.09265557676553726
1700930617.6009874,56749,0.17932359874248505
1700930705.1979315,56999,0.13414402306079865
1700930826.3469963,57349,0.11715421080589294
1700930912.9256246,57599,0.13984718918800354
1700930930.4402807,57649,0.14534133672714233
1700931139.565445,58249,0.11509134620428085
